global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77	motion_outlier78	motion_outlier79	motion_outlier80	motion_outlier81	motion_outlier82	motion_outlier83	motion_outlier84	motion_outlier85	motion_outlier86	motion_outlier87	motion_outlier88	motion_outlier89	motion_outlier90	motion_outlier91	motion_outlier92	motion_outlier93	motion_outlier94	motion_outlier95	motion_outlier96	motion_outlier97	motion_outlier98	motion_outlier99	motion_outlier100	motion_outlier101	motion_outlier102	motion_outlier103	motion_outlier104	motion_outlier105
688.7511277771177	n/a	474378.1160142516	n/a	1114.8625750421588	n/a	1242918.5612296332	n/a	675.4210711356193	n/a	456193.6233339873	n/a	756.5370057812074	289.64378385935913	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0919597	n/a	n/a	0.00845658642409	0.0407907	n/a	n/a	0.0016638812064899	-0.0797188999999999	n/a	n/a	0.0063551030172099	0.0022511	n/a	n/a	5.067451209999999e-06	-0.000561296	n/a	n/a	3.15053199616e-07	0.00156489	n/a	2.4488807121e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
684.8255865599197	-3.925541217198088	468986.0840071381	15.409873847921046	1068.1974926072714	-46.66508243488738	1141045.8832124618	2177.629918654835	675.2915954161319	-0.1294757194873455	456018.7388396649	0.0167639619367657	752.2469948109967	405.9873146945748	2.287088	78.70787	0.13277595	0.0661028	-0.1287348034	-0.0861034366	0.0644679648	-0.0734891882	-0.0788612557	0.0537445843	-0.0400075215	-0.0334349588	0.0190521313	-0.1354926563	0.0392649046	-0.1068016085	0.0901661795	-0.0207404847	0.1743640803	-0.0497980797	0.0174707554	-0.1656947421	0.0150146721	-0.0099757766	0.0574388278	0.0857724765	-0.0063169275	0.024191523	-0.1188083087	0.0746887415	-0.1020950446	0.0322223776	-0.058048634	0.0342277714	-0.0738319541	0.1042158787	-0.1159296829	0.0873011446	-0.0414972462	0.0467280475	-0.0542576871	0.0204337685	-0.0286344656	-0.0132822966	0.0765522371	0.0271922939	-0.117927179	0.0239432225	-0.0662448221	-0.0325091888	0.0106645246	0.0067347125	0.0968475989	-0.0346375341	0.0328274354	0.0645918885	-0.0398942198	-0.1992622191	0.0100911471	0.0531353695	-0.0373119136	-0.045497853	-0.0393865598	-0.0714532344	0.0796187225	-0.0442087859	0.0819322779	0.0795607088	-0.0920255683	0.0988392315	-0.0031562526	0.0282740274	-0.0025463719	0.1264282593	-0.118721646	0.0092429156	-0.1033975554	0.1158463468	-0.0369120045	0.0330884336	-0.3110205169	0.0580091738	-0.0907399556	0.0159998883	-0.0059110203	0.0724446746	-0.0595204514	0.0418137643	-0.0126238158	0.1044268913	-0.0657422044	0.0489150352	-0.0770221831	0.0449535341	-0.0035632113	0.0193595733	-0.025218757	0.0378983071	0.0997478876	0.0997387497	0.0997235206	0.0997022011	0.0996747925	0.0	0.0748532999999999	-0.0171064000000001	0.00029262892096	0.0056030165208899	0.0302595	-0.0105311999999999	0.0001109061734399	0.00091563734025	-0.126391	-0.0466721000000001	0.00217828491841	0.015974684881	0.00122614	-0.0010249599999999	1.0505430015999998e-06	1.5034192995999997e-06	-0.000620741	-5.9444999999999984e-05	3.533708024999998e-09	3.8531938908099993e-07	0.00147997	-8.492000000000005e-05	2.1903112009e-06	7.211406400000008e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.6452901522944	-3.180296407625292	464640.3015868056	10.114285240354338	1058.7578755250172	-9.439617082254244	1120968.238986248	89.10637065958613	675.7267547875725	0.4351593714405908	456606.64713574416	0.18936367855257	749.996657028441	405.0240037403012	0.963569	33.160271	0.17658425	0.108975	-0.1282771832	-0.0347492747	-0.0108572988	0.0906615873	-0.0358891492	-0.0909909193	-0.0054228666	-0.0136948268	-0.0471252189	-0.0695653142	-0.0121238922	0.038191297	0.1364328343	0.1066588848	0.104527013	0.0563671464	-0.1528725565	0.0199155494	-0.1206531473	0.014536152	-0.0219363325	-0.0058090229	0.0226561014	-0.000602061	0.0261233652	0.0347952956	0.0002798772	0.0097125264	-0.0346820787	-0.012614611	-0.0357037154	0.0162315481	0.0400147384	0.1102691885	-0.0505544707	0.0967143077	0.0302016434	-0.0329277489	0.1207789456	-0.06203679	0.0294131946	-0.1064958715	-0.1057606396	-0.0237150698	0.0644953085	-0.1429466499	0.0659038037	0.1078347481	-0.0014698899	-0.0021112769	-0.0780622385	-0.0742518269	-0.0370163258	0.0140064922	-0.0150226001	0.1870403892	-0.0422415267	0.1616830208	0.1491771554	-0.0386789613	-0.0698640657	0.0200718608	0.0040671631	-0.021642889	-0.119077499	0.0285248295	-0.0248192545	0.0598491583	-0.006062306	0.0684123654	-0.0357609849	0.152443782	0.084049093	0.1433112753	0.0015377551	-0.1013058734	-0.0013610582	-0.0554055348	0.0624010062	-0.0441868787	0.0053556433	0.0052832471	-0.1340874123	0.0772991874	0.0894815708	-0.0096716726	-0.0083067324	0.0317384619	-0.1020565256	0.1108898327	-0.001229395	-0.105929673	0.1327984335	-0.0278358146	0.0997235206	0.0996412965	0.0995043066	0.0993126262	0.0990663606	0.0	0.0870727	0.0122194000000001	0.00014931373636	0.00758165508529	0.0166814	-0.0135781	0.00018436479961	0.00027826910596	-0.18499	-0.0585989999999999	0.0034338428009999	0.0342213001	0.00267819	0.00145205	2.1084492025e-06	7.1727016761e-06	-0.000313956	0.0003067849999999	9.411703622499999e-08	9.8568369936e-08	0.00156489	8.492000000000005e-05	2.4488807121e-06	7.211406400000008e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.4924370927619	-3.152853059532504	460351.9871920754	9.94048241500347	1062.119108748525	3.3612332235077247	1128097.001168761	11.29788878281213	675.6263929868659	-0.1003618007066506	456471.0229004429	0.0100724910410814	749.6974806196787	260.43430486730244	2.346329	80.746605	0.317142635	0.164486	-0.0851221315	0.0474670976	0.030834738	0.0503868537	0.0532142919	-0.0847640588	0.0002955309	0.0892322455	-0.0997114734	-0.1130911271	0.0618358059	0.0594002228	-0.1030501131	0.0192539001	0.0044006496	0.0976126986	-0.0531143017	-0.1798642424	0.0144522658	-0.100490451	0.0213045605	0.0671553458	-0.0843471138	-0.0180051739	-0.0133470372	0.1294860232	0.0380806486	-0.0853969893	0.1188801947	0.0496086574	-0.0659286834	0.0124403887	-0.0971962756	0.0241169047	-0.0023546627	-0.0273246075	0.0915979083	0.0279288215	0.0342671026	-0.0407033579	-0.1113563975	0.0785238658	-0.0026679587	0.0030567389	0.0008207437	0.1110185878	-0.0466633253	0.0460955215	-0.0344723049	-0.1187326909	-0.0072844635	0.0087763989	0.06946271	0.0971264188	0.0223689407	0.0151865691	-0.0555602066	-0.0283834698	0.0614670077	0.0418137494	-0.070708255	-0.0375268756	0.0305072442	-0.0984544496	-0.0976298149	0.0902423413	-0.0154648997	-0.0051321137	-0.0731413633	-0.0094844406	0.1202144362	0.0559803703	0.0143612087	0.0039122757	0.052732204	-0.0344950095	-0.1328158748	-0.0376470746	0.118666843	0.0347402465	-0.0095613851	0.0987810967	0.1206675973	0.0267749286	-0.1665197228	0.1545888414	0.047270039	0.157385051	0.0784333372	0.0232849221	-0.047613277	0.0515452014	0.0813473481	0.0344916519	0.0996747925	0.0994464853	0.0990663606	0.0985349988	0.0978532109	0.0	0.0503613	-0.0367114	0.00134772688996	0.00253626053769	0.111997	0.0953156	0.00908506360336	0.012543328009	-0.0685633	0.1164267	0.0135551764728899	0.0047009261068899	0.0020747	-0.0006034899999999	3.642001800999999e-07	4.30438009e-06	-6.04773e-05	0.0002534787	6.425145135369e-08	3.6575038152899996e-09	0.00104808	-0.0005168099999999	1.0984716864000002e-06	2.670925761e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.3594213572434	3.866984264481516	465614.379914992	14.953567301747652	1053.9102358498903	-8.208872898634581	1110726.7852291714	67.38559426593731	674.6118041554687	-1.014588831397191	455101.08630589646	1.0293904967959175	749.0315514173197	400.5167849180797	2.504537	86.19115399999998	0.201274355	0.0908857	-0.1276834399	0.0074417684	-0.0628876333	-0.0886169159	-0.0429226465	0.0962856269	-0.0341271596	-0.0071790518	-0.0522043918	-0.0940316107	0.1816070643	-0.0241291814	0.0953850289	0.0980939151	0.0297960193	0.0275495894	0.0631406724	0.0264110336	0.0919728136	0.058882161	-0.0362210976	0.0038043742	0.0138850479	0.1313844937	0.0399426494	0.0428250004	-0.0027118136	-0.0701334416	-0.0072011331	0.0161009803	0.0503771552	0.0164607335	-0.0239763764	0.0990279867	-0.0233661986	-0.0473669204	0.1110751677	-0.0470161864	-0.025897207	-0.0105610603	-0.0285902169	-0.0546053689	-0.0290186775	0.0270578245	0.0370223327	0.0503319777	-0.0023976054	-0.088211681	0.1059995779	0.0145766698	0.1254440105	0.0834944379	0.0585810113	0.0130878075	-0.026661665	-0.1343182078	-0.0464221356	0.0426595662	0.0100620734	-0.0228049569	0.1169389397	0.0426532516	0.0636054684	-0.0768310312	-0.061757507	0.1070068716	-0.0815938148	-0.0422108354	0.020967209	-0.0529731519	-0.057969196	-0.0604673505	0.0413927477	0.1579780164	-0.0331544389	-0.0049641159	-0.0442811051	0.0019267127	-0.0194247168	0.03120818	0.0402358636	-0.0459388525	-0.0811349483	-0.0092671264	-0.0789349682	0.0370809298	0.0563955663	-0.095504704	-0.0303285692	-0.0584676749	-0.0658869743	0.1837162299	-0.0175543715	-0.0107129403	0.0996017152	0.0991545064	0.0984106453	0.0973723572	0.0960427486	0.0	0.00350633	-0.0468549699999999	0.0021953882137009	1.22943500689e-05	0.0754559999999999	-0.0365410000000001	0.001335244681	0.0056936079359999	-0.0852534999999999	-0.0166901999999999	0.0002785627760399	0.0072681592622499	0.0010836	-0.0009911	9.8227921e-07	1.1741889600000003e-06	-0.000525018	-0.0004645407	2.1579806195649e-07	2.75643900324e-07	0.000479957	-0.000568123	2.30358721849e-07	3.227637431290001e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
680.244961921785	-2.1144594354583437	462733.2082199708	4.470938704198816	1058.092293657029	4.182057807138563	1119559.3018963924	17.489607502248603	675.4653792712401	0.8535751157713776	456253.4785940402	0.7285904782641206	748.1853007418778	388.7912669610837	1.264478	43.515774	0.20716405	0.11539	-0.1255534245	-0.0120132929	-0.015445102	0.0487527318	1.61e-05	-0.0536690973	0.0498533398	-0.0311560979	-0.0542316384	0.0815320848	0.1088776098	-0.0334915829	-0.0009429941	-0.0282091181	0.0289646842	-0.0106381445	-0.0671876628	-0.00632134	0.0881178765	-0.1482172275	-0.0440265713	0.0005153641	0.0893351548	-0.0413658924	0.041211891	-0.0454448161	0.0747858498	0.0642774141	0.0493253347	0.0528143797	0.1008189207	0.0025014643	-0.069852602	-0.0275447292	-0.0471786448	-0.0042802127	-0.0309610154	-0.030691534	-0.1476772974	0.0236893625	-0.0777325865	0.0371864174	0.0209610394	0.0552039228	-0.0300892414	-0.031191088	-0.0905902896	-0.0687812244	-0.1133026534	0.0467160533	-0.0931411249	-0.0466140295	-0.1259585461	0.1265898217	-0.089052996	0.0528424626	0.0642177228	0.0056751397	0.1309395836	-0.0046655732	-0.0400856504	0.0219034281	-0.0781627693	-0.0779469943	0.0339890162	0.0400338102	-0.1619557723	-0.0034727637	0.0539629221	0.0293303136	-0.0574493614	0.1163206989	0.0131953357	-0.1191688644	-0.0227477039	0.0365881443	-0.0110059934	-0.0125637645	-0.0368960301	0.0159867721	0.0155776854	-0.0691108258	0.0181697022	-0.0416599415	-0.0353610518	0.0654340971	0.0554703142	-0.0375277041	0.0440709193	0.0381140468	0.0837107666	-0.0460011888	0.0306804755	-0.0680016698	0.0995043066	0.0987656452	0.0975386019	0.0958292444	0.093646025	0.0	-0.0111609	-0.01466723	0.0002151276358729	0.00012456568881	-0.00607472	-0.0815307199999999	0.0066472583037183	3.69022230784e-05	-0.11835	-0.0330965000000001	0.00109537831225	0.0140067224999999	0.00226738	0.0011837799999999	1.4013350883999993e-06	5.1410120644e-06	-0.000151406	0.000373612	1.3958592654400004e-07	2.2923776836e-08	0.000479957	0.0	2.30358721849e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
677.2279621824492	-3.0169997393358017	458637.7127617929	9.102287427152294	1062.860923479186	4.768629822157209	1129673.3426590282	22.73983038076709	675.842610690978	0.3772314197378819	456763.2344255968	0.142303544037458	748.7805029392815	209.05008402616224	3.053091	105.069107	0.28171573	0.170779	-0.0318572663	0.0625922245	0.0470634865	0.0234628189	0.0989714955	-0.0128381462	-0.062094947	0.0543455032	0.0854624469	0.0595552395	-0.0107242229	-0.0226301076	-0.0559836229	-0.0702143436	-0.0490287774	0.0437822539	-0.0324299029	-0.0674052667	-0.0725203924	-0.0475053534	-0.0141289763	0.0439865792	-0.130120325	-0.1019372228	-0.0986136575	-0.1351534534	0.2000130088	-0.1635598536	0.0080578341	0.1255114856	-0.0473188176	0.0470759206	0.079855203	-0.0392132493	0.0232455417	0.0514621875	0.0432035615	0.1063076758	-0.1041108466	-0.0278284994	0.0336779193	0.1077651742	0.0093071983	-0.0627527863	-0.0464047538	-0.091591537	0.0640642026	-0.0379864688	0.035746493	-0.0777244639	0.0432892826	0.0361003986	0.0443556523	-0.1157904191	-0.043582863	-0.0136979745	-0.0391205321	0.0054820794	-0.0418897424	0.0744737304	-0.063138049	-0.0187149236	0.0360459388	-0.0019508685	0.125677903	0.0061536398	-0.0383113427	0.040953225	-0.1221198955	0.025916254	0.0080027888	-0.0536294748	0.0102212425	-0.1056209042	0.0423993628	-0.0983781426	-0.0589009539	0.0488167888	-0.0287289168	0.031338599	-0.0511732875	-0.1350124494	0.1143853193	0.004559837	-0.0663209481	0.1497564133	0.0535419802	-0.0091615943	-0.2083585359	0.0491776974	0.0510118011	-0.0315316699	-0.0004346516	-0.0892038941	0.0993825905	0.0982802816	0.0964521476	0.0939116898	0.0906776702	0.0	-0.00478424	0.0063766599999999	4.066179275559999e-05	2.2888952377600003e-05	0.136969	0.14304372	0.0204615058314384	0.018760506961	-0.0361467	0.0822033	0.00675738253089	0.0013065839208899	0.00178767	-0.0004797099999999	2.3012168409999975e-07	3.1957640289000004e-06	-0.000451325	-0.0002999189999999	8.995140656099998e-08	2.03694255625e-07	0.000257745	-0.000222212	6.6432485025e-08	4.9378172944e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.1923272344139	3.964365051964705	464022.9866830369	15.71619026523912	1054.2366665803008	-8.624256898885278	1111414.9491623444	74.37780705797032	674.2138556209933	-1.6287550699846634	454564.3231113256	2.6528430780007457	749.4750085605867	401.0781999219396	3.161513	108.800354	0.307311175	0.184546	-0.1304859845	-0.080315007	-0.0518572372	-0.0327644315	-0.0889517233	0.0648182708	-0.0487419997	-0.1503960768	0.00502739	0.0741036901	0.0558907457	0.1340508426	0.0253835131	-0.0911898525	0.0807734716	0.0704262102	0.0202313175	-0.0469775741	-0.0633918223	0.0569627791	0.0944539034	-0.0996984137	0.1357795174	-0.0888703406	0.0372260558	-0.0259469903	0.0716568838	-0.0391647419	0.0120949393	0.0136057909	-0.0083197338	-0.0371382545	-0.0442796868	-0.0955603387	0.0729116577	0.0258317139	0.0032319474	0.0150285996	0.1691545252	-0.0903348636	-0.0760279573	0.0164669335	0.0468158455	0.0141858372	0.0317574029	-0.0695959149	-0.0230482397	-0.0332388752	-0.0252627924	0.0102486208	0.0644275388	0.042532106	-0.0104513943	0.0053962579	-0.0220587748	-0.07242058	-0.0336414109	-0.1156537894	-0.0839678444	-0.0878982286	0.0364488838	0.0659165037	-0.0078532316	0.0901315454	0.0405352228	0.0266108972	-0.166184011	0.0729382142	-0.0535350919	-0.0437041348	0.0503422948	-0.1247575137	-0.0282044079	0.0149000793	-0.0977842078	0.0192300057	0.0683847151	-0.0987325089	0.1365251407	-0.1280362996	0.1050053279	-0.0134494162	0.035472428	-0.0596607449	-0.0329706614	-0.0355006934	0.0507311779	0.054637138	0.0661047495	0.0905432321	0.0472797857	-0.1176830015	-0.0193495643	0.0269494885	0.0992365966	0.0976988898	0.0951536705	0.0916271862	0.0871558035	0.0	-0.023968	-0.01918376	0.0003680166477376	0.000574465024	-0.0340325	-0.1710015	0.02924151300225	0.00115821105625	-0.0806351	-0.0444884	0.00197921773456	0.00650201935201	0.00135323	-0.00043444	1.887381136000001e-07	1.8312314329e-06	0.000323778	0.000775103	6.007846606089999e-07	1.04832193284e-07	1.45377e-05	-0.0002432072999999	2.1134472128999998e-10	5.9149790773289984e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
