onset	duration	trial_type	response_time	Offer	IsFairBlock
4.014740	3.530600	event_reject_ingroup	2.647550	1	1
4.014740	3.530600	event_ingroup	2.647550	1	1
4.014740	33.500000	block_ingroup_fair	n/a	n/a	n/a
8.310370	3.516630	event_reject_ingroup	2.788990	7	1
8.310370	3.516630	event_ingroup	2.788990	7	1
8.310370	0	event_RT	2.788990	7	1
12.583900	3.521570	event_reject_ingroup	2.668910	6	1
12.583900	3.521570	event_ingroup	2.668910	6	1
12.583900	0	event_RT	2.668910	6	1
16.871800	3.522510	event_accept_ingroup	2.167510	7	1
16.871800	3.522510	event_ingroup	2.167510	7	1
16.871800	0	event_RT	2.167510	7	1
21.165800	3.528910	event_accept_ingroup	2.110250	9	1
21.165800	3.528910	event_ingroup	2.110250	9	1
21.165800	0	event_RT	2.110250	9	1
25.452000	3.521780	event_accept_ingroup	1.593650	8	1
25.452000	3.521780	event_ingroup	1.593650	8	1
25.452000	0	event_RT	1.593650	8	1
29.730900	3.523940	event_accept_ingroup	1.801730	9	1
29.730900	3.523940	event_ingroup	1.801730	9	1
29.730900	0	event_RT	1.801730	9	1
34.014400	3.521820	event_accept_ingroup	1.321740	10	1
34.014400	3.521820	event_ingroup	1.321740	10	1
34.014400	0	event_RT	1.321740	10	1
45.556800	3.519890	event_reject_outgroup	2.673110	6	1
45.556800	3.519890	event_outgroup	2.673110	6	1
45.556800	33.500000	block_outgroup_fair	n/a	n/a	n/a
49.835200	3.542380	missed_trial	n/a	7	1
54.145100	3.529230	event_accept_outgroup	1.408570	9	1
54.145100	3.529230	event_outgroup	1.408570	9	1
54.145100	0	event_RT	1.408570	9	1
58.442100	3.522210	event_accept_outgroup	1.063600	7	1
58.442100	3.522210	event_outgroup	1.063600	7	1
58.442100	0	event_RT	1.063600	7	1
62.723100	3.520790	event_accept_outgroup	1.052930	7	1
62.723100	3.520790	event_outgroup	1.052930	7	1
62.723100	0	event_RT	1.052930	7	1
67.016500	3.528640	event_accept_outgroup	1.229720	7	1
