global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	cosine03	cosine04	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57	motion_outlier58	motion_outlier59	motion_outlier60	motion_outlier61	motion_outlier62	motion_outlier63	motion_outlier64	motion_outlier65	motion_outlier66	motion_outlier67	motion_outlier68	motion_outlier69	motion_outlier70	motion_outlier71	motion_outlier72	motion_outlier73	motion_outlier74	motion_outlier75	motion_outlier76	motion_outlier77
860.7748572716728	n/a	n/a	740933.3549110687	1322.7452945557186	n/a	n/a	1749655.1142692948	838.9216295887035	n/a	n/a	703789.5005917657	931.3478106019146	610.0624813638146	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0320009	n/a	n/a	0.00102405760081	0.159514	n/a	0.0254447161959999	n/a	0.0706312	n/a	n/a	0.00498876641344	-0.00148495	n/a	2.2050765025e-06	n/a	-0.000671168	n/a	4.50466484224e-07	n/a	-0.000484558	n/a	2.34796455364e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854.4482352265067	-6.326622045166118	40.02614650238192	730081.7866816917	1293.3389140952568	-29.406380460461836	864.7352117854315	1672725.546713098	839.7555452189235	0.8339156302200763	0.695415278325347	705189.3757259315	926.521143870125	577.7911995602391	1.626648	34.870846	0.1921819	0.0989916	0.1363004658	-0.0503296688	0.1160579284	-0.0560973567	-0.0596491468	0.1360628519	-0.1631793757	0.0408195451	-0.1390857051	0.0193093921	-0.1015146238	-0.0096670444	0.0562280434	-0.0680417272	0.1408001162	-0.0845322616	-0.0346741363	0.0251953725	-0.0335320617	0.0356229181	-0.0012084551	0.046112208	-0.0995975938	0.0450228606	-0.0256577321	0.047991679	-0.0594473133	0.0330587436	-0.0759661745	0.0072182232	-0.0011610036	0.0631324712	-0.004407711	0.0181331888	-0.0067528312	0.042362988	-0.0121492274	0.0645903236	-0.0048617877	0.008960441	-0.0260079315	0.0007207801	-0.0531494509	0.1237883007	-0.0198598511	0.0032724773	-0.0576794491	0.0657307091	-0.0188990244	-0.021246031	0.028743106	-0.0085619305	-0.0246816024	0.1589063822	-0.0047212602	-0.0430703254	0.0468296902	0.0192876885	-0.0664152427	0.0203257629	-0.0540610122	0.085844591	-0.084348562	0.1395511517	-0.089492234	0.1306073273	-0.0680133834	0.0642015793	-0.0981320263	0.0356396713	-0.1318903063	0.0177374671	-0.0394848113	0.0133173945	-0.1254018246	0.024229993	-0.0837669512	0.0028551555	-0.0484998904	0.0657907311	-0.0124195318	0.0316068372	-0.0071852334	-0.0721407961	0.0347352161	-0.0168969008	0.0110990613	-0.0374024031	0.0210691614	-0.0661148084	0.0913063865	-0.0981905342	0.0233123889	-0.1052032812	0.1137259933	0.0962225004	0.0962148673	0.0962021459	0.0961843369	0.0961614411	0.0	-0.0319694	3.149999999999681e-05	9.92249999999799e-10	0.00102204253636	0.212605	0.053091	0.045200886025	0.002818654281	0.143218	0.0725868	0.00526884353424	0.020511395524	-0.0023152	-0.0008302499999999	5.360151039999999e-06	6.893150624999998e-07	-0.00117037	-0.000499202	1.3697659369e-06	2.4920263680400004e-07	-0.000484558	0.0	2.34796455364e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852.0140014554288	-2.4342337710778565	5.925494052255923	725927.8586760914	1289.281363349673	-4.05755074558374	16.46371805298716	1662246.4338807915	840.3573505729181	0.601805353994564	0.3621696840965225	706200.4766619344	926.5004417499392	576.8876248858829	1.160784	24.884008	0.0689239999999999	0.0473226	0.1398395911	0.0392615295	-0.1219579423	-0.0253422332	-0.0472009253	0.033663265	-0.0243181402	-0.0662249054	-0.0237957	-0.0367811674	-0.1058082165	0.0866183884	-0.0808460953	-0.0676509117	0.0633310688	0.0116399571	0.0189164947	-0.076787091	-0.1477433287	0.1082155149	0.1141806096	0.0822404197	-0.0966247623	0.0206924726	0.0063738	0.0179813412	-0.1027184997	0.0525906892	-0.014439289	0.0545056703	-0.0745957385	-0.0606884911	0.00199559	-0.14220215	-0.0504863581	-0.1341174443	-0.0495780149	0.0103245924	0.0424052637	0.0233839763	-0.0042275648	-0.047352909	0.0372179413	-0.0622194005	0.1302372654	-0.037864509	-0.0721657264	-0.0289400968	-0.0897151028	-0.0605378741	-0.0623893966	0.019440772	-0.0262588265	0.0800639835	0.1017974857	0.06915026	-0.088488563	0.0679362014	0.028693738	-0.0136557029	-0.0694607683	0.0721803137	0.0651430233	-0.030486654	-0.1925964198	0.0739814793	-0.057300996	-0.0505063294	0.0083586634	-0.028042972	-0.0760227691	0.0200482753	0.0999042813	-0.1299367581	-0.078014744	-0.0417427378	0.0072091712	0.1042065408	-0.0951927108	-0.0092141919	-0.0068554904	-0.0109030546	0.099662137	-0.108739515	0.039830605	0.0139105878	-0.0299268571	-0.0098015025	0.0188924811	0.0907837361	0.01004797	0.052656377	0.0044202238	-0.0699464221	0.0122533487	0.0962021459	0.0961334599	0.0960190197	0.0958588795	0.0956531157	0.0	-0.0319694	0.0	0.0	0.00102204253636	0.179478	-0.0331269999999999	0.032212352484	0.0010973981289999	0.143074	-0.000144	2.073600000000151e-08	0.020470169476	-0.00160214	0.00071306	2.5668525796e-06	5.084545635999999e-07	-0.00117037	0.0	1.3697659369e-06	0.0	-0.000484558	0.0	2.34796455364e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853.9164076252425	1.9024061698137305	3.6191492349453473	729173.2312115993	1283.017247825053	-6.264115524620138	39.239143305787024	1646133.2582165732	840.0869995135513	-0.270351059366817	0.0730896953007602	705746.1667516815	924.6449172355892	581.4543596799977	1.302724	27.926825	0.20637061	0.120001	0.1056270419	-0.0773293982	0.0649121829	0.0775609038	-0.0281783835	0.0130384731	-0.0107824393	0.0969439212	-0.0407361294	0.0058951834	0.0101024955	0.0084432375	-0.0142747502	-0.0364549403	0.0408310444	0.0860914498	-0.0518106822	0.124804511	-0.0748700971	0.0106054122	0.1133734604	0.062028205	-0.0520359345	0.0770290451	0.1385171798	-0.1327458326	0.0828556242	0.1344363067	-0.1122252699	0.0205100078	0.0486422032	-0.0754226952	0.0341407275	-0.0583071491	-0.0385925128	-0.1243533682	-0.040490005	-0.0290087082	0.1351859595	-0.0209539828	0.2033485431	-0.0730730505	0.0787454695	0.0189303988	-0.1099211702	-0.0889143786	0.0206103935	0.0155634763	0.0881118835	0.0261018995	0.0111461664	-0.0017371905	-0.0196566815	0.0100257662	-0.1401556374	-0.0212132968	-0.1123106614	0.050751765	0.0216785135	0.0233331985	0.0272208701	-0.0249419584	-0.0584438828	0.0595890833	-0.0379806723	0.0310184536	-0.0303703784	-0.0872819654	-0.1178174457	0.1140844801	0.1196255224	0.0578127917	-0.0151637298	-0.1221729251	-0.1262726812	-0.081588732	-0.0347036809	-0.0281316276	-0.1538201944	-0.0438011826	-0.0645156028	-0.1185513197	0.0653384995	0.0612938407	-0.1635997229	-0.0854058115	-0.0372598544	-0.0494642226	0.0419780036	0.0575257492	0.0146199438	0.0775590116	-0.1662725525	0.0846721488	0.0288504971	0.0961614411	0.0959707141	0.0956531157	0.0952090661	0.094639152	0.0	-0.00476094	0.02720846	0.0007403002955716	2.26665496836e-05	0.0746169	-0.1048611	0.00556768176561	0.01099585029321	0.0921917	-0.0508823	0.00258900845329	0.00849930954889	-0.00153357	6.857e-05	2.3518369449e-06	4.701844900000001e-09	-0.0008982629999999	0.0002721070000001	8.068764171688203e-07	7.404221944905443e-08	-0.00035686	0.0001276979999999	1.273490596e-07	1.6306779203999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859.3865044881533	5.4700968629107365	29.92195968962588	738545.1640963666	1283.0347290776797	0.0174812526267942	0.0003055941934018	1646178.116019435	841.1897796311393	1.102780117588054	1.2161239877475225	707600.2453558848	927.131344294194	710.8453127868834	2.573831	55.175854	0.21754731	0.1144	-0.0280204425	0.0991065153	-0.0623866835	-0.0475111321	-0.015476038	-0.0382559397	0.0251490368	-0.0292560736	0.0127855323	-0.0395755349	-0.0654035901	0.0489558716	0.0953180908	0.0210127354	-0.1344682484	-0.1071317522	-0.131788403	-0.035444964	-0.0427268369	-0.1840080442	-0.0404021329	0.0310802306	0.1483049368	0.1464964688	-0.0198196825	-0.079061638	0.0445048856	-0.0792601993	0.0499352932	0.050727855	-0.0632721758	-0.0198564506	-0.0089068977	-0.0111538296	-0.0107778892	-0.065611902	-0.0993300869	5.48539e-05	-0.0240394724	0.0696994236	0.0104186342	0.0192267051	0.0137522299	0.0310627701	0.0177933204	0.0166661815	-0.0401790545	0.0099732848	0.0999968947	0.062345399	-0.0737020066	-0.0523393974	-0.0585351723	-0.0368860858	-0.0318847886	0.1393242328	0.0265954031	-0.0443855243	-0.0741811948	-0.0307228018	-0.0382130196	0.0202386726	0.042950929	-0.0676145677	-0.01616446	-0.001479676	-0.1528393044	0.0591684802	-0.0149013698	-0.1046116037	0.0799281126	-0.0986396684	0.0193216766	0.1564095868	-0.0360721348	-0.0136267049	-0.0575252146	-0.1108960465	0.1006674024	-0.0975347782	-0.1095709898	0.1343285521	0.0046312482	0.0302705806	-0.0249861914	0.0332858528	-0.0522737911	0.098047969	0.1125646354	0.0425076323	-0.0022779095	-0.0399539979	-0.112676442	-0.0750097736	0.0017668552	0.0961003948	0.0957267674	0.0951051307	0.0942370953	0.09312491	0.0	-0.0232621	-0.01850116	0.0003422929213456	0.00054112529641	0.166104	0.0914871	0.027590538816	0.00836988946641	0.0315684	-0.0606233	0.00367518450289	0.00099656387856	-0.00175427	-0.0002207	3.0774632329e-06	4.870849000000005e-08	-0.00148858	-0.0005903170000001	2.2158704164e-06	3.484741604891181e-07	-0.000484558	-0.0001276979999999	2.34796455364e-07	1.6306779203999995e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855.5537762843607	-3.832728203792613	14.689805484147346	731972.2641144298	1285.5358149607555	2.5010858830758025	6.255430594521067	1652602.3315468137	840.1695811511395	-1.020198479999863	1.04080493859403	705884.9250916812	927.2720690511997	673.5081140759931	1.549048	33.207329	0.0827976999999999	0.0442359	-0.0094342146	-0.0624735026	0.0133778778	-0.0376291533	-0.0623526465	0.0661529604	-0.0414905928	0.0196549044	0.0358103879	-0.0214069833	-0.0044803847	-0.0669513829	0.0309230235	0.0109326083	-0.0702404934	0.1861107523	0.0646785199	-0.0822639697	-0.0715141949	0.056195231	0.0929178861	0.0309295789	0.0606465991	0.0276636598	-0.0512884061	0.0126351968	0.0589648027	0.0271953694	0.0833856327	-0.0380336992	0.1112082134	0.044252786	0.0455920599	-0.0604631961	-0.085708746	0.1506659768	0.0978521777	0.0067299532	-0.0485446141	0.0301143046	-0.0645785999	-0.0325468123	0.0966960327	0.0746453981	-0.0326649358	0.0638129104	0.0238543203	-0.0330018692	-0.054265891	-0.0668868465	0.0538850099	-0.0508607621	-0.089329213	-0.070305818	0.0054970871	0.0019399402	0.0518177166	0.0244346871	0.0503109704	-0.0604093515	-0.0318259866	0.0467626829	-0.0302650931	0.022027081	0.0293682644	0.0021603742	0.0570213422	-0.1546921606	-0.0370385204	-0.0342511166	-0.0158304651	-0.0104693298	0.023282252	0.0786426365	0.1284768057	0.0053734803	-0.0548825808	0.1758979229	-0.0237896936	-0.0156041919	-0.0349992482	0.0202060171	-0.0132269961	0.023595964	0.0062558264	-0.0845145169	0.0162235719	-0.0201384459	0.084595338	-0.0288765491	-0.0909154956	0.0441233742	0.1162581973	0.1436334716	-0.0314595164	0.0960190197	0.0954018263	0.0943761076	0.092946256	0.0911183942	0.0	-0.031923	-0.0086609	7.501118880999999e-05	0.001019077929	0.138464	-0.0276399999999999	0.019172279296	0.0007639695999999	0.0255551	-0.0060133	3.615977689000004e-05	0.00065306313601	-0.00107047	0.0006838	1.1459060209e-06	4.6758244e-07	-0.00136271	0.0001258699999999	1.8569785441e-06	1.5843256899999983e-08	-0.000484558	0.0	2.34796455364e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853.4064888803895	-2.147287403971177	4.610843195253277	728302.6352631543	1276.810263060829	-8.725551899926586	76.13525595831246	1630244.447857463	837.4659680352637	-2.7036131158757826	7.309523880335558	701349.2476172413	921.0638849706947	647.2000554479338	1.509147	32.351955	0.16138915	0.102511	0.0118390063	0.0185219714	-0.0688142871	0.0748506849	0.0536622725	-0.1176316418	0.0057168555	-0.0260123121	-0.0023148626	0.1028951946	0.0670663143	0.0285864808	0.0528880138	0.0528307352	-0.0296349213	-0.0340247044	0.0538406535	0.0112494894	-0.0442421159	0.1056164973	0.0247408343	-0.0268001272	0.0757074082	0.0392967925	0.0332021328	0.0657268719	-0.0242564356	0.0930672934	-0.0315837948	0.0842227003	0.038219584	-0.1283003426	0.0798120369	0.0258358311	0.0540170621	0.0703556142	-0.1405886816	0.0929036474	-0.0152318999	-0.0756569162	-0.0350917662	0.0729360959	0.1132999353	-0.0094589204	-0.0100327174	0.0352556143	0.1180950724	0.0912984848	-0.131614252	0.0580366293	-0.0478480149	0.0114811114	0.0415389329	0.0018879959	0.0386911136	0.0682988982	0.0217710586	0.1086273331	0.0854488281	0.0699741604	0.0691137531	-0.051967961	0.0423959254	-0.0576283694	0.0929299464	0.0591925238	0.0184332577	-0.0260878907	-0.0206346657	0.0516122089	0.0155057794	-0.1461119517	-0.0372402447	-0.0562901623	0.0441206543	0.0221725315	-0.0883283922	0.0826542259	-0.0426927798	0.0235664031	-0.010668903	-0.0069876267	0.0080968074	-0.070387981	-0.0008066499	0.0258986456	-0.0253808622	0.0171336782	0.0524599298	0.0387548218	-0.0083903648	-0.0036248668	0.0135939225	-0.0818629903	-0.1390403041	0.0959173331	0.0949961657	0.0934674342	0.091340916	0.0886302114	0.0	-0.0175908	0.0143322	0.00020541195684	0.00030943624464	0.0404138	-0.0980502	0.00163327523044	0.00961384172004	0.0229088	-0.0026463	7.002903690000004e-06	0.00052481311744	-0.000567265	0.000503205	3.21789580225e-07	2.532152720250001e-07	-0.000938706	0.000424004	8.81168954436e-07	1.7977939201600009e-07	-0.000484558	0.0	2.34796455364e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
851.5817822946259	-1.824706585763579	3.329554124128977	725191.5319360916	1272.8988961234436	-3.91136693738531	15.29879131887094	1620271.599752281	838.4157850202863	0.9498169850226076	0.9021523050374366	702941.028571183	922.2702567958586	641.0285283140478	1.25746	26.956482	0.2613603	0.138102	0.0545807482	-0.046425863	0.0317551677	-0.0448024914	0.066463824	0.0842296199	-0.0044476008	0.0413039634	-0.0323684747	0.0865552025	-0.0335427879	-0.0516014862	0.0467852831	-0.1096074127	0.0065148841	-0.076943863	0.0456692958	0.0115756755	0.0059190951	0.0158827883	-0.0436373613	0.0841912567	0.0143907942	-0.0304617366	0.036093948	0.0761013006	0.1381092352	-0.0487320477	0.0700355871	0.0915417544	-0.0390923926	0.0761105391	0.0202332391	-0.0629127758	-0.0582523772	0.0734981416	0.0130631129	0.0745028004	0.1207396323	-0.0582712289	-0.1289267479	-0.1004202142	0.0149015215	-0.0307950704	0.0210073706	0.002551748	0.0609507413	-0.1178868348	0.0942329986	0.0266799132	-0.0371463327	-0.0845655438	0.0703993374	0.0268153242	-0.0886917247	0.0879922741	0.0833739568	-0.0853548433	-0.04409293	0.0603691095	0.038252665	0.0666796184	-0.0271065716	0.0759669999	0.0227444968	-0.0104080823	0.0510202684	0.0900031061	0.0054903668	-0.0493548321	-0.0668086966	-0.0746105303	0.0294331228	0.0568901702	-0.0553727353	-0.0135405134	-0.0165150152	-0.0259935171	0.0044393621	0.0368443426	0.0464417508	0.0459445408	0.054131102	-0.0383754662	-0.0637726687	0.0611769482	-0.04040031	0.0458923474	-0.1071995316	-0.0293485304	0.1117743046	0.019715316	0.1343436307	-0.0932910129	-0.0502593774	0.0957953565	0.0945101289	0.0923808403	0.0894265072	0.0856735145	0.0	-0.0152297	0.0023610999999999	5.574793209999998e-06	0.00023194376209	0.159051	0.1186372	0.025297220601	0.01407478522384	0.0652798	0.042371	0.0017953016409999	0.00426145228804	-0.00176602	-0.001198755	3.1188266404000005e-06	1.4370135500250004e-06	-0.00132644	-0.0003877339999999	1.7594430735999995e-06	1.5033765475599998e-07	-0.000111227	0.000373331	1.2371445529e-08	1.3937603556100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
851.4404785316193	-0.1413037630065901	0.0199667534398225	724950.8884821528	1276.475712421789	3.5768162983454204	12.793614832109435	1629390.2444027138	840.1006349670574	1.6848499467711235	2.838719343134658	705769.0768720531	925.5584176873288	572.8152101719892	1.860375	39.881321	0.0778928499999999	0.0512707	0.1237789205	0.0780212699	-0.0231551884	0.0308508016	0.0046699192	-0.0539969975	0.0439706914	-0.0233796381	0.0426935424	-0.0489243427	-0.0307027381	-0.011015287	-0.1409526499	-0.063455142	-0.0122750617	-0.1133389913	0.0321220739	-0.0938566569	0.0880356466	-0.050939624	-0.0949195041	0.0952355026	-0.0886938202	0.0671448463	0.035942581	-0.0831055142	0.0538810348	0.0279261945	0.0857568772	-0.0332237926	0.0050057221	-0.0233308639	0.0503432044	-0.0292675542	0.1016665181	0.0869718645	0.0864502977	0.0575584682	0.0131823986	-0.0078194794	-0.0629531584	-0.030613497	-0.0445799803	0.0274816153	0.0910993376	0.0719819108	-0.0335948643	0.0357182722	0.0490224814	0.0777868668	0.0702209091	0.1177423118	0.135843168	-0.1000473228	-0.0999824472	-0.0411894009	-0.0706619298	-0.0538979325	0.0913975887	-0.0268193562	-0.0224299104	0.0002286085	0.032231182	-0.1069531219	-0.1268178553	-0.0574753975	-0.0013210552	0.0004316158	0.0372215645	-0.0343996265	-0.0777109129	-0.1180676711	0.0219783061	-0.070627561	-0.0038544143	-0.0285196028	0.049560214	-0.1413512632	0.1012754982	0.0278862043	0.0475276154	-0.0343493633	0.0080349788	0.1049037559	0.0102646839	-0.0685269496	-0.0480637066	-0.0459490096	-0.038051232	0.011341192	0.023801574	0.0660708148	0.0712691899	0.0141993094	-0.0660806383	0.0956531157	0.0939441271	0.0911183942	0.0872095075	0.0822639331	0.0	-0.0147507	0.000479	2.2944100000000026e-07	0.00021758315049	0.155472	-0.0035789999999999	0.024171542784	1.2809240999999991e-05	0.0650995	-0.0001802999999999	3.2508089999997966e-08	0.00423794490025	-0.000870498	0.000895522	7.57766768004e-07	8.019596524840001e-07	-0.0008718279999999	0.000454612	7.600840615838256e-07	2.0667207054409085e-07	-0.000234184	-0.0001229569999999	5.4842145856e-08	1.5118423848999995e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
